AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION;ADDITIONAL_URLS;ACCOUNT_OU_UID;ACCOUNT_OU_NAME
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-080e0a6bfdfded924;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-29 (sg-080e0a6bfdfded924) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-080e0a6bfdfded924;sg-080e0a6bfdfded924;launch-wizard-29;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-0ffe3f16ec9186f36;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-8 (sg-0ffe3f16ec9186f36) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0ffe3f16ec9186f36;sg-0ffe3f16ec9186f36;launch-wizard-8;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-02ddfdb7c2274ed3b;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--5 (sg-02ddfdb7c2274ed3b) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-02ddfdb7c2274ed3b;sg-02ddfdb7c2274ed3b;Kali Linux-2026.1-amd64-AutogenByAWSMP--5;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-047f254a8ebdbbf30;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-4 (sg-047f254a8ebdbbf30) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-047f254a8ebdbbf30;sg-047f254a8ebdbbf30;launch-wizard-4;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-060a180310cc93e3a;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-1 (sg-060a180310cc93e3a) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-060a180310cc93e3a;sg-060a180310cc93e3a;launch-wizard-1;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-06d75823ce655fc42;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-5 (sg-06d75823ce655fc42) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-06d75823ce655fc42;sg-06d75823ce655fc42;launch-wizard-5;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-0b3f5038592545c0e;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-22 (sg-0b3f5038592545c0e) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b3f5038592545c0e;sg-0b3f5038592545c0e;launch-wizard-22;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-008231ea5552078ba;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-30 (sg-008231ea5552078ba) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-008231ea5552078ba;sg-008231ea5552078ba;launch-wizard-30;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-0edc7e028df8de3e9;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--2 (sg-0edc7e028df8de3e9) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0edc7e028df8de3e9;sg-0edc7e028df8de3e9;Kali Linux-2026.1-amd64-AutogenByAWSMP--2;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-03f34a362761817bd;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group Kali Linux-2025.2-amd64-AutogenByAWSMP--1 (sg-03f34a362761817bd) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-03f34a362761817bd;sg-03f34a362761817bd;Kali Linux-2025.2-amd64-AutogenByAWSMP--1;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-09af3d1131f67434c;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;PASS;Security group launch-wizard-10 (sg-09af3d1131f67434c) it is being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-09af3d1131f67434c;sg-09af3d1131f67434c;launch-wizard-10;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
profile: None;2026-07-14 16:40:35.360893;213146990554;;;;;;prowler-aws-ec2_securitygroup_not_used-213146990554-ap-southeast-2-sg-04cb06d277b67eb6c;aws;ec2_securitygroup_not_used;Non-default EC2 security group is in use;Software and Configuration Checks/AWS Security Best Practices;FAIL;Security group launch-wizard-17 (sg-04cb06d277b67eb6c) it is not being used.;False;ec2;;low;AwsEc2SecurityGroup;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-04cb06d277b67eb6c;sg-04cb06d277b67eb6c;launch-wizard-17;;aws;ap-southeast-2;EC2 security groups, except `default`, are assessed for **unused** status: zero attached network interfaces, no AWS Lambda associations, and no references from other security groups.;Orphaned security groups may later be attached with **overly permissive rules** without review, enabling unintended inbound or lateral access that compromises **confidentiality** and **integrity**. They also create **configuration drift**, increasing the chance of misapplied access controls.;;Apply **least privilege** and strong lifecycle management: delete or quarantine **unused security groups**, enforce ownership tags and retention policies, review regularly, and manage changes via IaC with approvals. Restrict who can attach groups and use guardrails to prevent reuse of stale or permissive groups.;https://hub.prowler.com/check/ec2_securitygroup_not_used;;"```hcl
# Destroy the unused non-default security group
resource ""aws_security_group"" ""<example_resource_name>"" {
  count = 0 # Critical: setting count=0 removes/destroys this unused SG
}
```";aws ec2 delete-security-group --group-id <SECURITY_GROUP_ID>;"1. In the AWS Console, go to EC2 > Security Groups
2. Select the non-default security group that shows Used by = 0 (no network interfaces or resources)
3. Click Actions > Delete security group > Delete";KISA-ISMS-P-2023-korean: 2.10.2 | NIST-CSF-2.0: ac_5, ip_1 | ISO27001-2022: A.8.20, A.8.21, A.8.22 | AWS-Foundational-Security-Best-Practices: EC2.22 | ENS-RD2022: mp.com.1.aws.sg.3 | AWS-Foundational-Technical-Review: NETSEC-001 | AWS-Well-Architected-Framework-Security-Pillar: SEC05-BP03 | KISA-ISMS-P-2023: 2.10.2;trust-boundaries;;;;5.32.0;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/EC2/default-security-group-unrestricted.html | https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-security-groups.html;;
